cegb_penalty_split;enable_cegb;enable_merging;enable_prepruning;enable_pruning;enable_quantization;lambda_l1;lambda_l2;learning_rate;max_depth;min_data_in_leaf;min_gain_to_split;n_estimators;num_clusters;num_leaves;pruning_percentile;quantization_bits;quantization_diff;quantization_type;stopping_rounds;rank;train_score;test_score;estimateMemory;accuracy;random_state;arduino:avr:uno;arduino:avr:leonardo;arduino:samd:mkr1000;arduino:samd:mkrgsm1400;arduino:samd:nano_33_iot;esp32:esp32:adafruit_feather_esp32_v2;esp32:esp32:sparklemotion;
0.10619594751731655;True;True;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;3;36;0.014527921138449421;3277;24;305;0.6914816107267083;8;thresholds;scale;50;1;4.4304397109864646e-05;-4.5154;266;0.9386;3626764237;5240;7206;21824;23056;22152;327126;294682;
0.01738935759566819;True;True;True;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;37;0.06330902675581672;3277;22;901;0.5781154292864522;16;leafs;affine;50;2;4.012080278551431e-05;-4.5469;338;0.9394;3626764237;5932;7898;22700;23932;23028;328250;295810;
0.08199346912472381;True;True;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;4;33;0.10852980939842136;3277;11;488;0.06955568072438498;16;leafs;affine;50;3;3.898680336050209e-05;-4.5717;266;0.9308;3626764237;5624;7590;22004;23236;22332;327150;294706;
0.11731129339382877;True;False;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;6;53;0.0631812307417756;3277;6;813;0.5181636582368335;16;both;scale;50;4;3.427377154857465e-05;-4.1610;1010;0.9476;3626764237;8528;10494;24144;25376;24472;329718;297278;
0.13734970800948068;False;True;True;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;7;44;0.1956763821915275;3277;16;355;0.18812535196033042;8;leafs;scale;50;5;3.259411838899761e-05;-4.8384;4404;0.9329;3626764237;7832;9798;22876;24108;23204;328066;295626;
0.12392445420836444;True;True;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;50;0.18397852849419016;3277;12;158;0.49248855605881753;16;both;scale;50;6;2.938643865876202e-05;-4.5042;965;0.9363;3626764237;999999;11786;24660;25892;24988;329678;297234;
0.09510485515232987;True;True;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;8;49;0.12190243170869901;3277;20;348;0.1451650111007791;8;thresholds;scale;50;7;2.7830359234259306e-05;-4.2793;972;0.9416;3626764237;10660;12626;25280;26512;25608;330458;298018;
0.10345484272508246;True;False;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;44;0.012136795448192964;3277;9;544;0.0704554366889296;8;both;affine;50;8;2.7414980033743488e-05;-4.5075;957;0.9335;3626764237;14588;16554;28040;29272;28368;332206;299770;
0.13473192272103313;False;True;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;6;47;0.01213435665326347;3277;18;204;0.6606692240878261;8;both;affine;50;9;2.6802211224844532e-05;-4.6845;3477;0.9140;3626764237;15180;17146;26436;999999;26764;337182;304742;
0.11013948854044772;True;False;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;33;0.019005934976843566;3277;24;170;0.05899353063100254;8;both;scale;50;10;2.6443514438996628e-05;-4.5650;903;0.9362;3626764237;13840;15806;27048;28280;27376;331530;299086;
0.09860116019568568;True;False;True;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;46;0.17659912841923425;3277;24;96;0.32985578664703574;8;thresholds;affine;50;11;2.6345806692661014e-05;-4.2086;1094;0.9490;3626764237;12110;14076;26880;28112;27208;332242;299798;
0.05869346051863819;True;True;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;5;39;0.14989880098663674;3277;16;819;0.5506494219157265;16;both;affine;50;12;2.5336537846213367e-05;-5.4739;1183;0.9025;3626764237;9826;11792;24576;25808;24904;329182;296742;
0.15472805677191828;True;True;True;False;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;30;0.08143848910183148;3277;5;625;0.057785297908628096;8;thresholds;affine;50;13;2.5217720397067093e-05;-5.6769;1337;0.8900;3626764237;7896;9862;23276;24508;23604;328306;295862;
0.05007485894811346;True;True;False;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;5;55;0.07895621153216142;3277;17;967;0.12509898747377696;8;leafs;affine;50;14;2.4866202854752932e-05;-4.7915;1159;0.9213;3626764237;12780;14746;25612;26844;25940;329982;297542;
0.1555818731469529;False;False;False;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;5;50;0.021700238982608547;3277;15;852;0.4963873329565186;8;leafs;scale;50;15;2.449697160954349e-05;-4.3821;11497;0.9504;3626764237;17330;19296;30168;31400;30496;335294;302854;
0.11285730528843982;False;False;False;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;21;0.053642927726173066;3277;21;450;0.674851251037204;8;leafs;scale;50;16;2.449697160954349e-05;-4.3821;11497;0.9504;3626764237;17330;19296;30168;31400;30496;335294;302854;
0.04615858390024804;True;False;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;6;43;0.01449976193717494;3277;21;371;0.542855413489718;16;leafs;affine;50;17;2.4194296850337645e-05;-5.2592;1931;0.9087;3626764237;12522;14488;27108;28340;27436;331910;299470;
0.01393169545045205;False;False;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;23;0.12997731016989778;3277;16;124;0.7346359718623054;16;thresholds;affine;50;18;2.415136324054213e-05;-5.2597;10069;0.9605;3626764237;63044;65010;76684;77916;77012;383002;350470;
0.07047025189033405;True;False;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;36;0.07437722007537094;3277;13;748;0.6556005583737589;8;thresholds;affine;50;19;2.3322997202724195e-05;-5.2781;1223;0.9075;3626764237;12650;14616;27160;28392;27488;331658;299214;
0.08150499240471386;True;True;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;21;0.05309858106322626;3277;6;884;0.23198051815083;8;thresholds;affine;50;20;2.235853543130171e-05;-5.5185;2204;0.8821;3626764237;9938;11904;24880;26112;25208;999999;297286;
0.025566531279733483;True;True;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;42;0.07424487287787439;3277;10;642;0.2227674613453067;8;both;affine;50;21;2.1406063364259672e-05;-4.7585;2218;0.9297;3626764237;14842;16808;29876;31108;30204;333818;301374;
0.0978823975918511;True;False;False;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;37;0.030812258144693322;3277;8;218;0.7482393467130948;16;both;scale;50;22;2.0175487676082764e-05;-4.1065;1961;0.9533;3626764237;20610;22576;32168;33400;32496;337150;304706;
0.08874652571580538;True;False;False;False;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;3;29;0.035519574437400364;3277;22;801;0.5392732501214875;16;both;affine;50;23;2.0058056134892846e-05;-4.1089;2119;0.9547;3626764237;22074;24040;34276;35508;34604;338198;305754;
0.07489088184050215;False;False;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;6;40;0.09105040714423346;3277;16;573;0.41872229726427124;8;leafs;scale;50;24;1.8955936784280143e-05;-4.1689;16375;0.9594;3626764237;107232;109198;127716;128948;128044;442690;408994;
0.0921779992145122;True;True;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;9;47;0.105808244233482;3277;19;668;0.31332246917619677;8;thresholds;affine;50;25;1.8795644601517585e-05;-4.4485;2274;0.9365;3626764237;19738;21704;32836;34068;33164;337414;304562;
0.04932554186152113;True;True;False;True;False;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;26;0.2005952755763418;3277;21;750;0.44582508290131995;16;thresholds;scale;50;26;1.8788208052710277e-05;-4.4627;2262;0.9398;3626764237;19864;21830;32896;34128;33224;337530;304678;
0.040171379020337246;False;False;False;True;True;0.14715029281313804;0.07109386474883492;0.8085876357740801;2;28;0.059591321755227605;3277;9;44;0.040365431703977474;16;leafs;affine;50;27;1.8284253909082714e-05;-4.0700;15035;0.9595;3626764237;131594;999999;130164;131396;130492;411610;378786;
