cegb_penalty_split;enable_cegb;enable_merging;enable_prepruning;enable_pruning;enable_quantization;lambda_l1;lambda_l2;learning_rate;max_depth;min_data_in_leaf;min_gain_to_split;n_estimators;num_clusters;num_leaves;pruning_percentile;quantization_bits;quantization_diff;quantization_type;stopping_rounds;rank;train_score;test_score;estimateMemory;accuracy;random_state;arduino:avr:uno;arduino:avr:leonardo;arduino:samd:mkr1000;arduino:samd:mkrgsm1400;arduino:samd:nano_33_iot;esp32:esp32:adafruit_feather_esp32_v2;esp32:esp32:sparklemotion;
0.07767345603412806;True;True;True;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;47;0.06843116955672476;2861;7;520;0.6893431508677306;8;leafs;scale;100;1;4.897992685583788e-05;0.7988;58;0.8181;3626764237;4808;6774;23980;25212;24308;326902;294458;
0.08244138348612297;True;False;True;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;50;0.033273669925044096;2861;6;835;0.331167250113317;8;leafs;scale;100;2;4.897992685583788e-05;0.7988;49;0.8013;3626764237;4778;6744;23956;25188;24284;326870;294430;
0.07932415890024495;True;False;True;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;6;23;0.06656041659249325;2861;13;606;0.7302080049881274;16;leafs;scale;100;3;4.8837863414239505e-05;0.7988;44;0.8181;3626764237;4814;6780;24212;25444;24540;326882;294438;
0.08199346912472381;True;True;True;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;4;33;0.10852980939842136;2861;11;488;0.06955568072438498;16;leafs;affine;100;4;4.871474962248924e-05;0.7966;40;0.8013;3626764237;4726;6692;23908;25140;24236;326854;294410;
0.04615858390024804;True;False;False;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;6;43;0.01449976193717494;2861;21;371;0.542855413489718;16;leafs;affine;100;5;4.824551935813741e-05;0.8282;148;0.8270;3626764237;5210;7176;24220;25452;24548;327170;294730;
0.03261893785034858;True;True;True;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;4;57;0.04607835357446896;2861;22;10;0.3763586152645322;16;thresholds;affine;100;6;4.8124598807592164e-05;0.8159;53;0.8160;3626764237;5044;7010;24292;25524;24620;327226;294782;
0.07047025189033405;True;False;False;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;36;0.07437722007537094;2861;13;748;0.6556005583737589;8;thresholds;affine;100;7;4.726212462342044e-05;0.8053;81;0.8323;3626764237;5288;7254;24436;25668;24764;327382;294942;
0.01738935759566819;True;True;True;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;2;37;0.06330902675581672;2861;22;901;0.5781154292864522;16;leafs;affine;100;8;4.643285073398752e-05;0.7813;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.0921779992145122;True;True;False;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;47;0.105808244233482;2861;19;668;0.31332246917619677;8;thresholds;affine;100;9;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.11731129339382877;True;False;True;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;6;53;0.0631812307417756;2861;6;813;0.5181636582368335;16;both;scale;100;10;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.11245946469916436;True;False;True;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;7;53;0.18884976812696752;2861;3;158;0.19863511825401267;8;leafs;affine;100;11;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.13491293816734107;True;False;True;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;22;0.11568759458458716;2861;4;945;0.6982946414185593;8;leafs;scale;100;12;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.13533152128146664;True;True;False;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;2;45;0.20248019173529927;2861;19;597;0.3818259848607608;16;leafs;scale;100;13;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.10619594751731655;True;True;True;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;3;36;0.014527921138449421;2861;24;305;0.6914816107267083;8;thresholds;scale;100;14;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.10625237589609535;True;False;False;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;4;29;0.03597594368051184;2861;8;1002;0.4171506516135725;16;leafs;scale;100;15;4.6278022363306824e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;25092;24188;326794;294350;
0.13430962012515946;True;False;False;False;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;3;31;0.0991653105573299;2861;8;278;0.7442664690175507;8;leafs;scale;100;16;4.607923360745069e-05;0.7750;13;0.7802;3626764237;4656;6622;24076;25308;24404;326774;294330;
0.025566531279733483;True;True;False;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;2;42;0.07424487287787439;2861;10;642;0.2227674613453067;8;both;affine;100;17;4.469904077275834e-05;0.8206;349;0.8113;3626764237;6108;8074;24700;25932;25028;999999;295194;
0.12394688309894562;True;True;True;False;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;7;24;0.12722902502442035;2861;21;338;0.6716778721316133;8;thresholds;affine;100;18;4.428644529175881e-05;0.7753;16;0.7802;3626764237;4832;6798;24172;25404;24500;327090;294646;
0.01901806021314886;True;True;False;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;4;22;0.15626329244761833;2861;12;677;0.12004828487971059;16;leafs;scale;100;19;3.940753531095589e-05;0.8148;402;0.8212;3626764237;6582;8548;24988;26220;25316;327906;295462;
0.05470098931150186;False;True;False;True;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;29;0.07168520156232049;2861;21;911;0.793544892342659;16;leafs;scale;100;20;3.2371106532819423e-05;0.8325;865;0.8239;3626764237;8964;10930;26428;27660;26756;329226;296782;
0.11013948854044772;True;False;False;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;2;33;0.019005934976843566;2861;24;170;0.05899353063100254;8;both;scale;100;21;2.8544091260986408e-05;0.6470;7;0.6609;3626764237;4832;6798;24372;25604;24700;327054;294610;
0.011545295508191148;True;True;False;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;3;37;0.10270477132684003;2861;24;741;0.037578616316140095;16;leafs;affine;100;22;2.848653092174576e-05;0.8356;699;0.8544;3626764237;9154;11120;26268;27500;26596;329298;296858;
0.10345484272508246;True;False;False;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;2;44;0.012136795448192964;2861;9;544;0.0704554366889296;8;both;affine;100;23;2.8473379226483552e-05;0.6470;7;0.6609;3626764237;4844;6810;24388;25620;24716;327066;294622;
0.09180653563718666;False;True;False;True;True;0.7238524564279365;0.5639290639150059;0.7969148518598658;9;40;0.07933044683155935;2861;22;62;0.5734173415412525;8;both;scale;100;24;2.7084988281308203e-05;0.8220;722;0.8444;3626764237;16080;18046;30716;31948;31044;333194;300750;
0.09510485515232987;True;True;True;False;False;0.7238524564279365;0.5639290639150059;0.7969148518598658;8;49;0.12190243170869901;2861;20;348;0.1451650111007791;8;thresholds;scale;100;25;2.3424482287447353e-05;0.7750;22;0.7802;3626764237;4636;6602;23860;999999;24188;326794;294350;
