cegb_penalty_split;enable_cegb;enable_merging;enable_prepruning;enable_pruning;enable_quantization;lambda_l1;lambda_l2;learning_rate;max_depth;min_data_in_leaf;min_gain_to_split;n_estimators;num_clusters;num_leaves;pruning_percentile;quantization_bits;quantization_diff;quantization_type;stopping_rounds;rank;train_score;test_score;estimateMemory;accuracy;random_state;arduino:avr:uno;arduino:avr:leonardo;arduino:samd:mkr1000;arduino:samd:mkrgsm1400;arduino:samd:nano_33_ble;esp32:esp32:adafruit_feather_esp32_v2;esp32:esp32:sparklemotion;
0.0961883276553371;False;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;9;48;0.13171702949466177;1871;24;180;0.031976581874872546;8;thresholds;scale;10;1;3.367278250299813e-07;0.8755;68748;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.14976253737617956;False;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;21;0.04081423036653184;1871;22;785;0.0882496959005977;8;both;scale;10;2;3.367278250299813e-07;0.8755;68748;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07394473408880853;False;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;41;0.07608478290374564;1871;16;830;0.5657747547433069;16;leafs;scale;10;3;3.367278250299813e-07;0.8755;44918;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.10807262224223783;False;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;48;0.19471900742842174;1871;6;289;0.2676841767711177;8;leafs;scale;10;4;3.367278250299813e-07;0.8755;68748;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07628585462751195;False;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;35;0.176864001794373;1871;4;155;0.029698805540283986;8;leafs;scale;10;5;3.367278250299813e-07;0.8755;68748;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.11722604079298372;False;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;48;0.17496663770667908;1871;11;880;0.7316357185212672;8;leafs;affine;10;6;3.367278250299813e-07;0.8755;68748;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07155813711263088;False;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;21;0.13341264155917235;1871;7;230;0.44175744613589013;16;both;scale;10;7;3.366016849409305e-07;0.8753;40144;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07789299664976214;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;57;0.05881492049567365;1871;23;418;0.07705354988830061;8;both;affine;10;8;3.353444983023082e-07;0.8755;66623;0.8607;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.08115885096123701;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;27;0.17149718727228083;1871;7;48;0.09630129583611748;8;both;scale;10;9;3.3521870223213643e-07;0.8751;66026;0.8612;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.1543104094578931;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;49;0.14865207791190035;1871;17;1007;0.11825959906171692;16;leafs;scale;10;10;3.3471565638209835e-07;0.8741;65013;0.8612;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.11276555676746078;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;24;0.05429579279131116;1871;3;861;0.12620171861252208;8;both;scale;10;11;3.345057764897998e-07;0.8740;65013;0.8612;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.1201376282733161;False;False;False;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;9;37;0.16282452997417937;1871;14;563;0.2809937327445456;16;thresholds;affine;10;12;3.305699323178059e-07;0.8732;53100;0.8586;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06456733904598513;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;24;0.20517089272897648;1871;3;864;0.37631717852834856;8;both;scale;10;13;3.26269546459665e-07;0.8714;51896;0.8559;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.012907221593429349;False;False;True;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;31;0.1503722732425479;1871;13;260;0.16499068416444068;8;leafs;scale;10;14;3.1712953579746123e-07;0.8752;22064;0.8680;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.11620105090480976;False;False;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;38;0.02342992080229355;1871;12;921;0.7853628418771323;8;thresholds;affine;10;15;3.135391211360973e-07;0.8755;36982;0.8675;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.02140439771083745;False;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;24;0.12242467785859547;1871;4;546;0.4315080811995273;8;thresholds;affine;10;16;3.0356109926293397e-07;0.8642;59630;0.8396;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0874345867252046;False;False;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;53;0.040070717036809304;1871;5;589;0.7395017780605173;16;both;scale;10;17;3.0287290369374487e-07;0.8634;25281;0.8507;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.014960825826851324;False;False;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;46;0.1185417776962732;1871;19;747;0.5170004897341451;16;leafs;affine;10;18;2.9712397997080917e-07;0.8759;15648;0.8601;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.048861048691751736;False;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;9;56;0.0479326712130732;1871;9;165;0.7779605222250274;16;leafs;scale;10;19;2.854050977772589e-07;0.8624;23391;0.8538;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.1535438862353229;False;False;True;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;21;0.11448246428123615;1871;7;556;0.6936018778748558;16;thresholds;affine;10;20;2.832397147531316e-07;0.8673;5163;0.8460;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.014149684208470133;True;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;27;0.01979573138009;1871;8;704;0.1970058565618088;8;both;affine;10;21;2.796768524716404e-07;0.8531;8714;0.8286;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0876632391706181;False;True;False;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;37;0.06725652022914125;1871;19;262;0.7126722810093707;16;thresholds;affine;10;22;2.753007133087101e-07;0.8488;21642;0.8207;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07596775798842978;False;True;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;28;0.1784499318415005;1871;22;813;0.6961120895941069;16;both;scale;10;23;2.7429829606448073e-07;0.8579;10800;0.8323;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.011450029860660068;True;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;46;0.06302022018242905;1871;20;856;0.2078242712735904;8;both;scale;10;24;2.7219499681413135e-07;0.8516;3529;0.8281;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.012833808371853113;True;False;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;40;0.09841047162534128;1871;21;126;0.4326331101522789;8;thresholds;scale;10;25;2.721553567140334e-07;0.8509;3425;0.8223;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.07788742743340506;False;True;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;36;0.04001127547971154;1871;22;343;0.06862125687972082;8;leafs;scale;10;26;2.720793805243682e-07;0.8410;51493;0.8275;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.1142136625278534;False;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;55;0.038222489780567276;1871;19;981;0.5023738486503527;16;thresholds;affine;10;27;2.717082828607253e-07;0.8305;59580;0.8086;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.12712343316860025;False;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;59;0.18520302621738186;1871;17;878;0.08061750583234803;8;leafs;scale;10;28;2.680603151755268e-07;0.8310;59572;0.8002;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0749347716158561;False;True;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;34;0.12204084303752646;1871;17;948;0.07477826548287479;8;both;scale;10;29;2.680078000221783e-07;0.8433;11960;0.8139;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06920570543864493;False;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;48;0.17960318286071614;1871;16;862;0.7703314399403995;16;leafs;affine;10;30;2.6738756414338623e-07;0.8323;59568;0.8070;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0322542915472042;True;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;23;0.15140115429071796;1871;16;16;0.4704897160691347;16;leafs;scale;10;31;2.5737126471847157e-07;0.8316;1943;0.8102;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06271370105530627;False;True;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;28;0.13525751033487185;1871;17;38;0.22711056755124318;16;thresholds;affine;10;32;2.573404766798114e-07;0.8246;24545;0.7986;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.03306832523247436;True;False;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;59;0.1435763260120558;1871;5;872;0.17493514763271328;16;thresholds;affine;10;33;2.5313075737214767e-07;0.8287;1036;0.8049;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.029687087896842733;True;True;True;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;29;0.13813845655041382;1871;15;415;0.5006980848792189;8;thresholds;affine;10;34;2.512769229873989e-07;0.8311;1014;0.7992;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.04196818098969549;True;True;False;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;32;0.12049865333590414;1871;8;843;0.44236645973946104;16;leafs;scale;10;35;2.4571929157827974e-07;0.8215;400;0.7739;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.02925822439192377;False;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;45;0.09668206785376075;1871;14;267;0.5262217688414593;8;thresholds;affine;10;36;2.3543281812461675e-07;0.7905;59560;0.7844;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.051095573145932785;False;True;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;38;0.19530400148356072;1871;14;112;0.011892411897777714;8;thresholds;affine;10;37;2.3044352425304825e-07;0.7847;59518;0.7660;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06111766067491079;False;True;False;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;40;0.16160768411577767;1871;12;167;0.2746846961152462;8;thresholds;affine;10;38;2.301432087860222e-07;0.7843;48882;0.7834;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.05751257714375;True;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;38;0.12178671488678733;1871;12;198;0.740088279299003;8;both;scale;10;39;2.285176619490549e-07;0.7948;169;0.7729;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06288877121737634;True;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;34;0.07802493927372095;1871;3;693;0.25635487157958414;8;both;affine;10;40;2.2285953399494917e-07;0.7857;448;0.7676;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.029702552096911194;True;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;34;0.08012805224162103;1871;18;578;0.1054093378798536;16;leafs;scale;10;41;2.2184993545292257e-07;0.7880;290;0.7650;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.08080270041515764;False;True;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;41;0.14571589831371953;1871;12;899;0.4452298552592271;16;both;scale;10;42;2.1990120869644004e-07;0.7710;26510;0.7655;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.04871241627636001;True;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;27;0.02670437108439671;1871;8;523;0.3184346925846004;16;leafs;scale;10;43;2.1840335854449438e-07;0.7810;255;0.7455;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.06996334711297926;True;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;51;0.08359237593596475;1871;23;200;0.2681503455317135;8;thresholds;scale;10;44;2.1728387857831517e-07;0.7808;319;0.7408;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.020619311068601084;False;True;False;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;53;0.12586033601086716;1871;11;414;0.5838289919576243;8;leafs;scale;10;45;2.1453464530930193e-07;0.7644;12332;0.7397;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.08000562301721806;True;True;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;37;0.021684239935046902;1871;13;309;0.5851884365489072;8;both;scale;10;46;2.141012104560995e-07;0.7767;72;0.7350;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0800442076290185;True;False;True;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;57;0.10471461101497401;1871;7;345;0.4901847482412316;8;both;scale;10;47;2.1270522246190717e-07;0.7743;56;0.7308;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0889080579656849;True;True;True;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;22;0.14023504034076836;1871;6;455;0.23318376419932896;8;leafs;scale;10;48;2.1150246904508313e-07;0.7707;54;0.7245;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.08789989809729672;True;False;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;9;47;0.11004485878657239;1871;17;411;0.18119848651207568;16;both;affine;10;49;2.09218794150237e-07;0.7671;146;0.7313;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0934589482960637;True;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;43;0.08604539934913095;1871;18;186;0.03405922950510373;8;thresholds;affine;10;50;2.0918231723935416e-07;0.7668;106;0.7240;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.10091449725700886;True;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;28;0.04659461591787559;1871;4;683;0.4537507162907712;16;thresholds;affine;10;51;2.0574984702855504e-07;0.7624;88;0.7240;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.016158579216093514;True;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;8;33;0.10893886431445736;1871;4;297;0.7157919237950543;16;thresholds;scale;10;52;2.0245365927878411e-07;0.7529;4960;0.7250;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.10933752063281102;False;True;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;4;29;0.07735331749431164;1871;10;77;0.5502123242133529;16;leafs;scale;10;53;1.918223228359826e-07;0.7272;35714;0.7119;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.08224840472416818;True;False;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;45;0.134794104962266;1871;12;413;0.3866155708954717;8;leafs;affine;10;54;1.7303545815648606e-07;0.7053;138;0.7256;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.0902380098254563;True;True;True;True;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;28;0.11597334628100617;1871;5;45;0.3259311925012577;8;leafs;scale;10;55;1.7249097885676322e-07;0.7041;76;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.12203817907351684;True;True;True;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;28;0.018572862981883733;1871;23;366;0.03438917809464538;16;leafs;affine;10;56;1.6863450989434058e-07;0.6968;84;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.04394953873866661;False;False;False;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;6;56;0.1933803914781973;1871;16;835;0.5686546580416073;16;leafs;affine;10;57;1.4040565048687027e-07;0.6515;44918;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.15218287522285293;True;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;30;0.19579933822459097;1871;7;1005;0.3895439189331341;16;thresholds;scale;10;58;1.4040565048687027e-07;0.6515;44;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.14221349327512742;True;True;False;False;False;0.011347495445123581;0.5270362015391822;0.07685593238046508;3;32;0.11550543026959098;1871;11;787;0.1873789752278524;8;leafs;scale;10;59;1.4040565048687027e-07;0.6515;66;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.129474187443229;False;True;True;False;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;7;54;0.15085444259019176;1871;6;137;0.7208764997933568;16;leafs;affine;10;60;1.4040565048687027e-07;0.6515;19690;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.02224310208919552;True;False;True;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;5;50;0.1697345145440883;1871;6;143;0.37156789138215246;16;both;affine;10;61;1.4040565048687027e-07;0.6515;597;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
0.11512538524061157;True;True;True;True;True;0.011347495445123581;0.5270362015391822;0.07685593238046508;2;57;0.04588793890207698;1871;21;870;0.48864238109587443;16;leafs;affine;10;62;1.4040565048687027e-07;0.6515;32;0.6199;2675342405;999999;999999;999999;999999;999999;999999;999999;
