cegb_penalty_split;enable_cegb;enable_merging;enable_prepruning;enable_pruning;enable_quantization;lambda_l1;lambda_l2;learning_rate;max_depth;min_data_in_leaf;min_gain_to_split;n_estimators;num_clusters;num_leaves;pruning_percentile;quantization_bits;quantization_diff;quantization_type;stopping_rounds;rank;train_score;test_score;estimateMemory;accuracy;random_state;arduino:avr:uno;arduino:avr:leonardo;arduino:samd:mkr1000;arduino:samd:mkrgsm1400;arduino:samd:nano_33_iot;esp32:esp32:adafruit_feather_esp32_v2;esp32:esp32:sparklemotion;
0.14885931906948396;True;False;True;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;8;42;0.1307960698719211;1207;7;866;0.07040851547961186;8;leafs;scale;100;1;4.594941688601542e-05;0.7427;60;0.7283;3280387012;4464;6430;24452;25684;24780;327054;294594;
0.10071335493505829;False;True;True;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;7;41;0.183588976128491;1207;23;264;0.01801849665012835;16;leafs;scale;100;2;1.2620747124348753e-05;0.8831;2232;0.8727;3280387012;28866;30832;40364;41596;40692;343230;309950;
0.012009781442334763;False;False;True;True;False;0.5267838552774152;0.7910591481244604;0.6981798000417874;2;35;0.01771868610369837;1207;14;70;0.6995193548343658;16;both;scale;100;3;1.1972278657134385e-05;0.8546;2934;0.8307;3280387012;23364;25330;40652;41884;40980;346174;313106;
0.15112892758506377;False;False;False;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;4;39;0.13130513883986178;1207;3;292;0.23295463568821206;16;both;scale;100;4;9.538141749035918e-06;0.8784;6644;0.8804;3280387012;70176;72142;69964;71196;70292;371662;338746;
0.07231857316419685;False;True;True;False;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;2;39;0.03664422863572991;1207;6;55;0.46062226228011977;16;both;affine;100;5;7.155805563103874e-06;0.8503;3990;0.8618;3280387012;46220;48186;55876;57108;56204;356498;323182;
0.11545237357962208;False;True;False;False;False;0.5267838552774152;0.7910591481244604;0.6981798000417874;5;38;0.17262889947666005;1207;12;10;0.5173699029725146;16;thresholds;scale;100;6;6.927916238269505e-06;0.8767;11441;0.8758;3280387012;86294;88260;81700;82932;82028;392098;359530;
0.1478113877939893;False;False;True;False;False;0.5267838552774152;0.7910591481244604;0.6981798000417874;9;40;0.01398610137270876;1207;17;716;0.35882530006135144;16;both;scale;100;7;3.8872640434217e-06;0.8859;7484;0.9006;3280387012;49322;51288;60532;61764;60860;369382;336822;
0.08000146973241866;False;False;True;False;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;5;32;0.1839009151679741;1207;7;856;0.7422186968868453;8;leafs;scale;100;8;3.5121071455990067e-07;0.8791;2770;0.8851;3280387012;29394;31360;40908;42140;41236;345342;312006;
0.15810401154329648;True;False;False;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;8;39;0.1892303155296533;1207;20;985;0.4125061624111138;8;both;scale;100;9;5.291857696673163e-10;0.0813;26;0.1102;3280387012;4574;6540;24708;25940;25036;327290;294834;
0.10038778281449845;True;False;True;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;5;50;0.09067552706173469;1207;16;780;0.5626827290175067;16;thresholds;affine;100;10;1.3137051082158032e-10;0.0782;54;0.0839;3280387012;4656;6622;24716;25948;25044;327270;294826;
0.14476839538487707;True;True;True;True;True;0.5267838552774152;0.7910591481244604;0.6981798000417874;5;21;0.07760179562735801;1207;11;50;0.4999749924990074;8;thresholds;affine;100;11;8.1681657495363e-11;0.0649;66;0.0807;3280387012;4772;6738;24796;26028;25124;327358;294910;
